member_id,full_name,age,county,employment_sector,employer_name,monthly_contribution,date_joined,phone_number,gender,member_status,remarks
SACCO-0686,Njeri Gathoni,26,Kirinyaga,ICT,Teachers Service Commission,7919,Mar-2022,0723420365,Female,Active,
SACCO-0687,Otieno Kipchoge,59,Turkana,Transport,,3986,May-2019,+254747423826,M,Active,
SACCO-0688,John waithera,35,Trans-Nzoia,ICT,NHIF,2310.0,11/2016,0737994945,F,inactive,
SACCO-0689,Salome Bett,,Uasin Gishu,Trade,Equity Bank,7088,Oct-2017,0781743716,F,ACTIVE,
SACCO-0690,Peter Wanjiku,59,Nyamira,Manufacturing,Standard Chartered,13301.0,2016-02,+254730142752,FEMALE,active,
SACCO-0691,Ann mutua,25yrs,Makueni,Finance,Total Kenya,"KES 23,485",2019-04,,F,inactive,
SACCO-0692,Odhiambo Waithera,37,Migori,Trade,KCB Group,"KES 66,714",2023-02,+254787688458,F,inactive,
SACCO-0693,Chebet Onyango,65yrs,Kisii,Finance,Kisumu County Govt,4.8K,Jun-2020,+254754828316,FEMALE,active,
SACCO-0694,Ndegwa Bett,32,Kirinyaga,ICT,Bamburi Cement,,Dec-2022,254704573558,M,Active,
SACCO-0695,John Sigei,49,Homa Bay,Transport,Bamburi Cement,5349,Feb-2019,+254745183120,Female,INACTIVE,
SACCO-0696,Samuel Rotich,62,Vihiga,Trade,World Vision Kenya,"KES 1,743",Dec-2017,,MALE,Active,
SACCO-0697,Peter Odongo,46,Kilifi,Finance,AMREF,28709.0,Apr-2016,0745783977,Male,active,
SACCO-0698,Grace Korir,33,Kisumu,ICT,AMREF,1.6K,07/2018,254777193691,F,Inactive,
SACCO-0699,Fatuma Gathoni,32,Kirinyaga,Finance,World Vision Kenya,6279,Nov-2018,0712881682,f,ACTIVE,
SACCO-0700,Otieno Bett,22,Mombasa,Trade,Nairobi City County,7119,2024-07,0769913195,Male,INACTIVE,
SACCO-0539,Wafula Waithera,27,Nyandarua,Transport,PWC Kenya,21116,2020-02,254729855629,F,active,
SACCO-0702,Beatrice Mutua,42,Kisumu,Public Service,Safaricom PLC,1.4K,Jun-2023,+254774916347,f,Active,
SACCO-0703,Wanjiku nyambura,36yrs,Kirinyaga,Public Service,Kenya Railways,"KES 17,576",12/2017,0717688813,f,INACTIVE,
SACCO-0704,SAMUEL Ogutu,57yrs,Mandera,Manufacturing,Equity Bank,"KES 35,150",Oct-2019,0778369591,F,active,
SACCO-0705,Hassan Cheruiyot,53,Tharaka-Nithi,Public Service,Nation Media Group,"KES 74,456",May-2022,,MALE,ACTIVE,
SACCO-0706,Faith Abubakar,33,Narok,Transport,Safaricom PLC,,Dec-2021,254764926313,f,active,
SACCO-0707,Kamau Korir,48,Narok,Trade,PWC Kenya,,08/2021,,F,ACTIVE,
SACCO-0708,Otieno Korir,32yrs,Tharaka-Nithi,Agriculture,Nation Media Group,6991.0,10/2017,0796935898,F,inactive,Follow up
SACCO-0709,Halima Njenga,25yrs,Trans-Nzoia,Finance,Nairobi City County,4.8K,2023-07,0730780751,M,Inactive,
SACCO-0710,  Rose Mutua,23 years,Isiolo,Agriculture,Total Kenya,,Jan-2022,0740462140,Female,ACTIVE,
SACCO-0711,Samuel Kimani,47,Nyandarua,ICT,KCB Group,1714,2023-12,+254798333119,M,inactive,
SACCO-0712,Rotich Kimani,34,Kajiado,ICT,Kenya Airways,"KES 9,531",May-2015,0727201463,FEMALE,active,
SACCO-0713,Grace Mutuku,39,Wajir,Finance,Total Kenya,3940,2015-08,254750028002,m,active,
SACCO-0714,Kamau Lagat,52yrs,Kitui,Trade,,8823,02/2016,254727874581,Male,Active,
SACCO-0715,Joseph Cheruiyot,58 years,Nakuru,ICT,,,Dec-2019,0720214797,m,active,
SACCO-0716,Amina Wanjiku,53yrs,Narok,Transport,KRA,30029,09/2022,,M,Active,
SACCO-0717,Baraka Wekesa,29,Busia,ICT,Safaricom PLC,21428,Aug-2021,+254770409156,m,active,
SACCO-0718,Fatuma Kimani,65,Narok,Finance,Kenya Ports Authority,KES 633,Mar-2017,0791942348,Female,ACTIVE,
SACCO-0719,Owino Njoroge,30,Mandera,ICT,,2605,Mar-2021,,M,ACTIVE,
SACCO-0720,Omondi Onyango,61,Uasin Gishu,Agriculture,,4127.0,06/2018,0725855792,f,inactive,
SACCO-0721,Hassan Rotich,38yrs,Kitui,Transport,Nairobi City County,20972,2017-02,0737579022,Female,Active,
SACCO-0722,Esther Njenga,59yrs,Elgeyo-Marakwet,Transport,Kenya Pipeline Company,"KES 7,315",2017-01,0729050549,f,Active,
SACCO-0723,WANJIKU Abubakar,30yrs,Busia,Public Service,PWC Kenya,,2019-09,+254732315990,F,Inactive,
SACCO-0724,Hassan Cheruiyot,,Uasin Gishu,Transport,NHIF,2352,07/2017,+254765779236,F,Active,
SACCO-0725,Esther Rotich,51 years,Nandi,Transport,Absa Kenya,29910,Apr-2023,,FEMALE,Active,
SACCO-0167,Ndegwa Kariuki,45,Garissa,Agriculture,Nation Media Group,5768,11/2019,,m,Active,
SACCO-0727,JAMES Cheruiyot,52,Tharaka-Nithi,Public Service,BAT Kenya,4675,Feb-2023,,m,ACTIVE,
SACCO-0728,Chebet Mutuku,25,Mandera,Agriculture,Kenya Airways,3433,2023-05,+254726062717,m,Inactive,
SACCO-0729,Mohamed Bett,59 years,Trans-Nzoia,Finance,Kenya Power,19.0K,2021-07,0789877717,M,ACTIVE,
SACCO-0730,  Amina Mutuku,60,Garissa,Public Service,KEBS,,May-2015,0747068114,Male,inactive,
SACCO-0731,Mercy mutuku,27,Samburu,Transport,Kenya Power,,04/2015,0761787010,m,Active,
SACCO-0732,Esther Bett,30,Siaya,Transport,Mombasa County Govt,,Oct-2017,254730327888,F,Active,
SACCO-0733,Owino Wanjiku,44yrs,Nandi,ICT,Deloitte Kenya,"KES 68,843",2017-01,0778547299,Male,Active,
SACCO-0449,Halima Otieno,35,Garissa,Finance,NHIF,19704.0,02/2019,0728282626,Male,Active,
SACCO-0735,Florence Otieno,59,West Pokot,Public Service,PWC Kenya,6690.0,2015-06,0784486312,MALE,Active,
SACCO-0736,Abdi Otieno,44,Kwale,Finance,KEBS,1756.0,10/2022,+254777304740,m,active,
SACCO-0737,Moses Rotich,47,Embu,ICT,Kenya Pipeline Company,3.9K,02/2023,,F,Active,
SACCO-0738,Hassan Bett,55,West Pokot,ICT,Kenya Railways,6145,2020-01,254741509991,M,Inactive,
SACCO-0739,Mercy Kariuki,33,Machakos,Manufacturing,KRA,5.8K,2021-02,+254720688043,f,Inactive,
SACCO-0740,Halima Kimani,35,Makueni,Public Service,NHIF,"KES 3,986",Feb-2018,254742729112,M,inactive,
SACCO-0741,Agnes Mutua,56,Tana River,Transport,AMREF,45.0K,2015-04,254723912234,F,Inactive,
SACCO-0742,Joseph Kamau,63,Tana River,Manufacturing,Equity Bank,34588,Feb-2021,0787784425,M,Inactive,
SACCO-0743,Emmanuel Ochieng,33,Lamu,Finance,,19829,06/2016,+254713610361,F,inactive,
SACCO-0744,Chebet Odongo,22,Makueni,Public Service,Absa Kenya,3830.0,Jul-2019,0785109767,f,INACTIVE,
SACCO-0745,Emmanuel Wanjiku,45,Kilifi,Public Service,Bamburi Cement,,Mar-2016,+254794967728,M,inactive,
SACCO-0746,MERCY Muthoni,29,Kwale,Trade,Equity Bank,16.7K,05/2020,0790596467,f,active,
SACCO-0747,HALIMA Muthoni,62,Nyeri,Trade,AMREF,7614,Apr-2021,0771804498,m,active,
SACCO-0748,Amina Rotich,37,Nyamira,ICT,Total Kenya,"KES 5,631",Feb-2015,0705138845,FEMALE,active,
SACCO-0749,Baraka Kiprotich,62 years,Vihiga,Public Service,Kenya Power,26353,12/2019,254710641221,F,Active,
SACCO-0750,Owino Korir,37yrs,Nakuru,Trade,East African Breweries,"KES 3,283",2021-05,0724926040,Female,active,
SACCO-0751,Agnes Korir,23 years,Makueni,Manufacturing,Kisumu County Govt,36023,Nov-2024,0729705562,m,Active,
SACCO-0752,Moses Wanjiku,48yrs,Bomet,Finance,Standard Chartered,"KES 8,667",Jan-2023,0742901731,Male,active,
SACCO-0753,Karanja Onyango,38,Makueni,ICT,East African Breweries,17.3K,2022-09,0711152419,FEMALE,Inactive,
SACCO-0754,  Mohamed Waithera,61yrs,Elgeyo-Marakwet,Trade,East African Breweries,,05/2015,,F,active,
SACCO-0755,Wafula Kimani,29yrs,Kilifi,ICT,KEBS,7319.0,09/2021,+254729226259,Female,Inactive,
SACCO-0756,Omondi Mwangi,62,Marsabit,Finance,Standard Chartered,4685,2021-08,254738424310,Male,INACTIVE,
SACCO-0757,Fatuma Kariuki,51yrs,Lamu,Agriculture,Standard Chartered,4219.0,07/2021,0785418427,F,active,
SACCO-0758,Njeri Kamau,23,Murang'a,Manufacturing,East African Breweries,3245.0,Jun-2016,,Female,active,
SACCO-0759,Kiptoo Waithera,33,Mandera,Manufacturing,Kenya Airways,32483,Jan-2016,+254761898476,m,Inactive,
SACCO-0760,Mutua Waithera,60,Uasin Gishu,Manufacturing,Kenya Breweries,7845.0,2016-01,+254791539657,f,INACTIVE,
SACCO-0761,Mwangi Kiptoo,56,Baringo,Transport,Bamburi Cement,,2022-08,0708024377,F,inactive,
SACCO-0762,Zawadi Lagat,63,Nyeri,Agriculture,Kenya Railways,13.0K,2024-02,+254749186033,F,INACTIVE,
SACCO-0763,Karanja gathoni,26,Mandera,Public Service,World Vision Kenya,12835,Jun-2019,0759682874,Male,Active,
SACCO-0764,Otieno njenga,23,Trans-Nzoia,Finance,Cooperative Bank,4275.0,Dec-2019,0785079890,m,ACTIVE,
SACCO-0765,Catherine wekesa,46,Embu,Agriculture,NSSF Kenya,6542,03/2019,0734818920,Male,inactive,
SACCO-0766,Emmanuel Kamau,63,Garissa,Trade,Total Kenya,"KES 7,145",Nov-2022,+254770496099,Male,Inactive,
SACCO-0767,Mwangi Abubakar,31,Nyamira,ICT,Safaricom PLC,15312.0,08/2020,,f,inactive,
SACCO-0768,Mary Bett,64,Tharaka-Nithi,Agriculture,Kenya Airways,"KES 13,320",2019-09,+254799489949,M,inactive,
SACCO-0769,Mary Nyambura,33yrs,Kitui,ICT,KRA,,Mar-2022,0781757079,F,ACTIVE,
SACCO-0770,Mwangi Bett,25,Murang'a,Finance,World Vision Kenya,10779.0,02/2022,0706856217,Female,Active,
SACCO-0771,Njeri Njoroge,35yrs,Kajiado,Finance,Kenya Power,,2016-12,0786251983,f,active,
SACCO-0772,Wanjiku Gathoni,53yrs,Bomet,Finance,BAT Kenya,"KES 1,424",2019-05,0733423167,Female,active,
SACCO-0773,Wafula Njenga,42,Garissa,Public Service,BAT Kenya,9581,07/2016,,Male,active,
SACCO-0774,Mutua Ogutu,35,Kajiado,Trade,World Vision Kenya,"KES 3,824",Nov-2016,0781809287,Female,Inactive,
SACCO-0775,Juma Kiptoo,64,Isiolo,Public Service,Deloitte Kenya,4985.0,Dec-2021,+254735279856,f,Inactive,
SACCO-0776,Abdi Mutua,50,West Pokot,Public Service,World Vision Kenya,,2021-01,+254747460993,M,active,
SACCO-0777,Ruth Ogutu,40,Mombasa,Trade,Absa Kenya,7.5K,09/2020,254726770013,Female,Inactive,
SACCO-0778,Mwangi Nyambura,59,Kisumu,ICT,PWC Kenya,,Apr-2022,+254781430545,M,Active,
SACCO-0779,Ann Rotich,52,Kiambu,Trade,World Vision Kenya,5304.0,03/2017,0777052803,M,Active,
SACCO-0780,Florence Gathoni,23,Kiambu,ICT,Teachers Service Commission,,2020-06,254759839681,M,Inactive,
SACCO-0781,Zawadi Abubakar,38,Mombasa,Manufacturing,Safaricom PLC,7093.0,2021-07,254706446622,M,INACTIVE,
SACCO-0782,James Muthoni,42 years,Tana River,Trade,East African Breweries,509,Dec-2016,,f,active,
SACCO-0783,Njeri Odongo,34 years,Lamu,Public Service,NHIF,13124,Dec-2022,0744349489,Female,Inactive,
SACCO-0479,Catherine Mutua,23,Laikipia,Agriculture,Nation Media Group,7.8K,Jan-2015,0757331055,f,active,
SACCO-0785,Ann Waithera,58,Mandera,ICT,East African Breweries,9015,Apr-2017,0713542098,Female,inactive,
SACCO-0786,Ann Rotich,42,Makueni,Manufacturing,Nairobi City County,10193,May-2021,254729156896,M,inactive,
SACCO-0787,  Wafula Cheruiyot,35,Busia,Public Service,Standard Chartered,63415,2021-10,,Male,active,
SACCO-0788,Kiptoo Njenga,60,Narok,Public Service,Nairobi City County,,Sep-2016,+254734263710,FEMALE,Active,
SACCO-0789,Salome Lagat,45,Kiambu,Public Service,NSSF Kenya,6820.0,Dec-2018,254786380107,f,Active,
SACCO-0790,  Moses Otieno,37,Nairobi,Manufacturing,Total Kenya,78833,Jan-2022,254728162314,Female,Inactive,
SACCO-0791,Kiptoo Muthoni,31 years,Makueni,Manufacturing,Cooperative Bank,4.7K,Mar-2016,0727390737,Female,INACTIVE,
SACCO-0792,Mohamed Kariuki,52,Kakamega,Public Service,Equity Bank,"KES 5,836",12/2024,0721229564,F,Active,
SACCO-0793,Mwangi Kimani,48,Marsabit,Public Service,Kenya Railways,4.4K,05/2015,0734475383,Female,Inactive,
SACCO-0794,Ruth Kimani,58,Embu,Finance,Kenya Railways,15.0K,04/2017,0799748634,F,inactive,
SACCO-0795,Odhiambo Gathoni,43 years,Kwale,Transport,East African Breweries,"KES 7,438",2024-05,0717677427,F,Active,
SACCO-0043,Otieno Mutua,,Kilifi,Agriculture,Kenya Railways,21772.0,Mar-2018,+254701572026,Male,Inactive,
SACCO-0797,James Lagat,61,Busia,Agriculture,AMREF,18344,Jun-2023,0725007366,f,active,
SACCO-0798,Florence Kimani,55,Trans-Nzoia,Public Service,Deloitte Kenya,7766,Mar-2023,254761395676,M,ACTIVE,
SACCO-0799,Halima Korir,27,Garissa,Manufacturing,Standard Chartered,1.0K,Apr-2023,0791345145,M,ACTIVE,
SACCO-0800,Paul njenga,55,Marsabit,Trade,Bamburi Cement,,Mar-2023,+254713440304,Female,inactive,
SACCO-0801,Ruth Wekesa,49,Nyandarua,Agriculture,,904,2023-07,0762814453,m,Active,
SACCO-0802,Ruth Onyango,61yrs,Kiambu,Agriculture,World Vision Kenya,"KES 7,466",2017-08,0732542841,M,Inactive,
SACCO-0803,Adhiambo Cheruiyot,39,Homa Bay,Agriculture,AMREF,20763.0,04/2017,0790226266,F,active,
SACCO-0804,Mary Kimani,36yrs,Kajiado,ICT,Safaricom PLC,"KES 2,500",Aug-2024,0796637679,F,INACTIVE,
SACCO-0805,Owino Kimani,32,Wajir,ICT,Teachers Service Commission,,04/2019,,Female,active,
SACCO-0806,Florence Njoroge,48,Meru,ICT,World Vision Kenya,2168,05/2019,+254744134771,f,INACTIVE,
SACCO-0807,Omondi Wanjiku,,Vihiga,Transport,Kisumu County Govt,6489,09/2022,0775916242,Male,INACTIVE,
SACCO-0808,Paul Kimani,28yrs,Nyeri,ICT,KRA,,2024-07,254796407117,F,inactive,
SACCO-0809,James Sigei,62 years,Vihiga,Transport,Kenya Pipeline Company,,Mar-2024,0744152565,MALE,inactive,
SACCO-0810,Owino Rotich,37,Nakuru,Trade,Kenya Breweries,11636.0,Mar-2019,+254773454371,m,ACTIVE,
SACCO-0811,Mutua Sigei,44yrs,Embu,Trade,NHIF,,11/2016,+254783456546,M,Inactive,
SACCO-0812,Ruth Njoroge,45 years,Uasin Gishu,Trade,Kenya Power,5309,2024-05,+254793983051,F,active,
SACCO-0813,JOSEPH Wanjiku,60,Makueni,Public Service,NSSF Kenya,,Sep-2020,,M,INACTIVE,
SACCO-0814,Fatuma Kamau,36,Kisumu,Manufacturing,Bamburi Cement,38456,01/2019,,F,Active,
SACCO-0815,KARANJA Wekesa,23,Taita-Taveta,ICT,Kenya Breweries,"KES 23,444",Oct-2023,254724972287,Female,active,
SACCO-0816,Baraka Mutua,45 years,Kirinyaga,Public Service,Cooperative Bank,"KES 48,629",06/2018,,M,inactive,
SACCO-0817,Adhiambo Kiptoo,54 years,Marsabit,Trade,Safaricom PLC,78.0K,2024-04,254796309881,FEMALE,inactive,
SACCO-0818,Amina Odongo,,Vihiga,Agriculture,,6497,09/2022,+254746654498,m,Active,
SACCO-0129,Moses Gathoni,23 years,Tana River,Public Service,,,Jul-2017,0760681408,m,Inactive,
SACCO-0820,John muthoni,65yrs,Nairobi,Finance,,4646.0,Oct-2020,+254709531256,Male,ACTIVE,
SACCO-0821,Adhiambo Kamau,,Tana River,Transport,Safaricom PLC,,07/2016,,F,ACTIVE,
SACCO-0822,Abdi kipchoge,49,Tana River,Agriculture,KEBS,5476,Apr-2018,+254786869105,F,ACTIVE,
SACCO-0823,Kamau Bett,25yrs,Meru,Manufacturing,Kenya Power,5.1K,Jan-2023,0751640743,f,active,
SACCO-0824,Mwangi Kipchoge,33yrs,Nandi,Agriculture,NSSF Kenya,2323.0,Oct-2017,,m,inactive,
SACCO-0825,  Rotich Cheruiyot,24,Nyeri,ICT,Kenya Pipeline Company,2581,Feb-2019,+254724215127,M,Active,
SACCO-0826,Rotich Kamau,64yrs,Siaya,ICT,Kenya Breweries,,Feb-2023,0749082552,FEMALE,active,
SACCO-0827,OTIENO Rotich,52 years,Makueni,Transport,World Vision Kenya,22.4K,Sep-2016,0787886323,Male,active,
SACCO-0828,Juma Njenga,42,Bungoma,Trade,Deloitte Kenya,"KES 7,739",Jul-2021,+254703198965,F,active,
SACCO-0829,Daniel Kiptoo,25yrs,Kisumu,Manufacturing,KCB Group,2074,2024-12,0772851642,F,Active,
SACCO-0830,Hassan Lagat,25,Lamu,ICT,Absa Kenya,6797.0,03/2023,,MALE,Active,
SACCO-0831,Odhiambo Wanjiku,53,Tharaka-Nithi,Finance,Kenya Power,71633,2021-04,,M,Active,
SACCO-0832,Abdi Kipchoge,45,Homa Bay,Agriculture,Kenya Railways,50249,10/2018,+254756752704,m,INACTIVE,
SACCO-0833,Esther Mutua,22,Migori,Public Service,Kisumu County Govt,5.0K,Aug-2018,+254701399851,F,ACTIVE,
SACCO-0834,Florence Wanjiku,29,Tana River,Agriculture,KEBS,"KES 2,665",Dec-2017,254791389602,m,Active,
SACCO-0835,James gathoni,34,Turkana,ICT,BAT Kenya,,01/2023,0714675889,M,Inactive,
SACCO-0836,CATHERINE Kiptoo,45,Kakamega,Public Service,Nation Media Group,,2023-04,0797295794,Female,INACTIVE,
SACCO-0837,Owino Kipchoge,63,Siaya,Manufacturing,Mombasa County Govt,"KES 7,973",03/2018,+254745082208,F,inactive,
SACCO-0838,Adhiambo Kamau,,Narok,Agriculture,Safaricom PLC,4863.0,09/2021,254783025237,m,Inactive,
SACCO-0839,Omondi Mwangi,58,Siaya,ICT,East African Breweries,2484,Nov-2018,0773226848,Female,INACTIVE,
SACCO-0840,Esther Lagat,50,Murang'a,Transport,BAT Kenya,72461.0,11/2020,+254720553823,f,Active,
SACCO-0841,Moses Kipchoge,38,Trans-Nzoia,Transport,Kenya Power,KES 735,Mar-2019,254755079123,Male,Active,
SACCO-0842,Beatrice Rotich,48,Busia,Public Service,Standard Chartered,KES 888,06/2020,254717866349,M,Active,
SACCO-0843,Ndegwa Sigei,45,Turkana,ICT,World Vision Kenya,3.5K,Nov-2020,0752724691,M,ACTIVE,
SACCO-0844,JOSEPH Muthoni,57,Makueni,Public Service,Kenya Pipeline Company,"KES 5,358",Aug-2017,0727709690,Female,Active,Verified
SACCO-0845,James njenga,34,Narok,Public Service,KRA,,Aug-2017,+254782184856,Female,Active,
SACCO-0846,MWANGI Mutuku,25,Machakos,Trade,Kenya Pipeline Company,7.0K,Dec-2018,0728589967,M,active,
SACCO-0847,Faith Njoroge,41,Turkana,Manufacturing,Kenya Ports Authority,5.2K,Jul-2017,+254782985330,Female,active,
SACCO-0848,Amina Wanjiku,,Kakamega,Public Service,Safaricom PLC,23254.0,07/2017,0764005756,M,ACTIVE,
SACCO-0849,Faith Odongo,23,Makueni,Finance,Cooperative Bank,,Jun-2016,+254718111796,Female,INACTIVE,
SACCO-0850,Florence Ogutu,27,Tana River,Agriculture,,1.8K,Mar-2021,0733918937,F,active,
SACCO-0851,Daniel Abubakar,37 years,Kirinyaga,Public Service,Absa Kenya,31996,2019-12,+254788139894,M,active,
SACCO-0852,  Joseph Kariuki,46,Taita-Taveta,Public Service,Standard Chartered,4481,Dec-2019,254749230243,f,inactive,
SACCO-0853,Abdi Wekesa,57,Laikipia,Trade,KCB Group,5.2K,2016-11,,M,Active,
SACCO-0854,Adhiambo Mutuku,58 years,Machakos,ICT,KCB Group,23781,2015-12,0782874168,Female,INACTIVE,
SACCO-0855,Beatrice Sigei,61,Mandera,Manufacturing,Nairobi City County,68.1K,Mar-2016,0712292455,f,Active,
SACCO-0856,Njeri Lagat,52 years,Mandera,Public Service,Nation Media Group,7381.0,2022-05,254779431668,M,Active,
SACCO-0857,Mutua Ogutu,58,Wajir,Agriculture,Kenya Red Cross,7449.0,2018-03,0730563463,Female,active,
SACCO-0858,John Otieno,44 years,Isiolo,Agriculture,Deloitte Kenya,17.5K,2019-05,0708677624,Male,INACTIVE,
SACCO-0859,Grace Mutuku,50,Lamu,Agriculture,Kenya Airways,6741.0,12/2020,,Female,ACTIVE,
SACCO-0860,Halima Mutua,41 years,Narok,Finance,AMREF,7441,Mar-2024,+254747364760,f,Inactive,
SACCO-0861,Juma Waithera,31,Siaya,Public Service,Kenya Power,18.2K,2020-07,0784851513,F,Inactive,
SACCO-0862,Mutua Wekesa,28,Taita-Taveta,Manufacturing,Kisumu County Govt,42715,Aug-2015,254740738050,f,Active,
SACCO-0863,Paul Mutua,32,Makueni,Agriculture,Cooperative Bank,4.8K,2016-06,0781579904,F,INACTIVE,
SACCO-0573,SALOME Njoroge,32,Kajiado,Transport,Nation Media Group,"KES 45,645",Oct-2016,0737835591,F,ACTIVE,
SACCO-0865,JAMES Njoroge,48,Narok,Transport,KRA,7.6K,2020-11,,Male,active,
SACCO-0866,Ndegwa bett,62yrs,Embu,Transport,East African Breweries,,08/2018,0702603460,MALE,Inactive,Follow up
SACCO-0867,Mohamed Mutuku,39,Siaya,ICT,Nairobi City County,5.6K,Dec-2019,+254707921698,F,Active,
SACCO-0868,Joseph Njoroge,42,Narok,Finance,Kenya Ports Authority,,10/2018,254739677387,m,Active,
SACCO-0869,Fatuma Nyambura,22,Kericho,Manufacturing,Mombasa County Govt,12854,Feb-2021,+254719812515,F,Active,
SACCO-0870,Mohamed Kimani,34 years,Kwale,Trade,KEBS,3677.0,Jan-2020,+254743827193,F,Inactive,
SACCO-0747,Rose Kariuki,47,Elgeyo-Marakwet,ICT,World Vision Kenya,18320,06/2019,0776306755,Male,ACTIVE,
SACCO-0872,Daniel Mutuku,28yrs,Mandera,Manufacturing,KCB Group,12892.0,Jun-2020,254746113600,Male,active,
SACCO-0873,Esther Kiptoo,27 years,Busia,Manufacturing,Safaricom PLC,,Apr-2019,+254786538031,M,active,
SACCO-0874,EMMANUEL Ochieng,31,Kisii,Finance,Kenya Airways,24521,01/2021,+254738874742,Female,ACTIVE,
SACCO-0875,Otieno Ogutu,59,Nandi,Transport,,12164.0,2020-09,0722035756,M,Active,
SACCO-0876,Joseph Korir,46,Bungoma,ICT,Nation Media Group,15941,2018-06,0752698234,F,Active,
SACCO-0877,Esther Mwangi,33,Siaya,ICT,,22388.0,2018-04,,f,ACTIVE,
SACCO-0878,Hassan Rotich,36yrs,Kirinyaga,Manufacturing,Total Kenya,30569,2015-04,0744819596,FEMALE,Inactive,
SACCO-0879,Juma Kamau,52yrs,Laikipia,ICT,,4.8K,02/2018,254700036337,Female,inactive,
SACCO-0880,Wanjiku Korir,32,Trans-Nzoia,Manufacturing,Deloitte Kenya,61269,2021-12,0710213902,Female,Active,
SACCO-0881,Wafula korir,35,Tharaka-Nithi,Transport,PWC Kenya,4.3K,Mar-2022,254711555511,Male,inactive,
SACCO-0882,AMINA Gathoni,26 years,Kakamega,Manufacturing,KCB Group,"KES 20,015",Jan-2021,254758047492,F,INACTIVE,
SACCO-0883,OTIENO Mwangi,39 years,Nyamira,Public Service,Nairobi City County,20.2K,Nov-2015,0725242303,Male,Active,
SACCO-0884,James Cheruiyot,53 years,Mandera,ICT,AMREF,14254,02/2020,254761237842,Male,Inactive,
SACCO-0885,Moses Onyango,62,Kilifi,Finance,Standard Chartered,"KES 42,144",May-2020,254790282620,Male,active,
SACCO-0886,Grace Mutuku,,Kitui,Public Service,Kenya Breweries,,Jan-2017,0783894510,F,active,
SACCO-0887,James Wekesa,,Migori,Agriculture,Total Kenya,"KES 23,183",02/2023,,Female,Active,
SACCO-0888,Ruth Kiptoo,45yrs,Homa Bay,Finance,PWC Kenya,6.7K,Oct-2018,+254754760624,FEMALE,Active,
SACCO-0889,Rotich Cheruiyot,22,Garissa,ICT,Safaricom PLC,"KES 14,090",2016-12,,F,Active,
SACCO-0890,NDEGWA Kariuki,35,Lamu,Agriculture,KCB Group,,2016-07,+254788796442,m,Inactive,
SACCO-0891,Karanja Korir,52yrs,Samburu,Agriculture,PWC Kenya,"KES 6,531",Aug-2015,0704166161,Male,inactive,
SACCO-0892,Omondi Muthoni,44,Lamu,Public Service,Kenya Power,"KES 20,647",02/2022,0772978870,F,inactive,
SACCO-0893,Omondi Waithera,60,Kisumu,Trade,Mombasa County Govt,"KES 17,911",04/2022,,M,inactive,
SACCO-0894,JOHN Waithera,39yrs,Siaya,ICT,Kenya Pipeline Company,,05/2015,,M,active,
SACCO-0895,Otieno Korir,65,Kiambu,Manufacturing,BAT Kenya,"KES 52,842",2015-07,,m,Active,
SACCO-0744,Abdi Sigei,36 years,Wajir,Agriculture,Safaricom PLC,,2017-12,+254781229370,F,Inactive,
SACCO-0897,Kamau Wanjiku,62yrs,Migori,Public Service,Equity Bank,11266,12/2023,0708747686,f,ACTIVE,
SACCO-0898,John Nyambura,29,Machakos,Finance,KEBS,,2022-11,+254750105741,Male,INACTIVE,
SACCO-0899,  Peter muthoni,34,Kisii,Transport,Kenya Red Cross,"KES 12,188",01/2020,0701632815,Female,active,
SACCO-0900,Chebet Abubakar,35,Taita-Taveta,Public Service,BAT Kenya,1171,07/2017,+254784158514,f,Active,
SACCO-0901,John Wekesa,54,Kiambu,Finance,KEBS,2469,Nov-2021,254730244897,F,ACTIVE,
SACCO-0902,Mohamed Njenga,45,Baringo,ICT,NSSF Kenya,4656,08/2017,,Female,ACTIVE,
SACCO-0903,Paul Kiprotich,49yrs,Migori,Agriculture,Bamburi Cement,7277,Nov-2017,0737230579,Male,inactive,
SACCO-0904,Hassan Cheruiyot,41,Taita-Taveta,Finance,BAT Kenya,"KES 36,314",12/2024,+254791561158,Female,active,
SACCO-0905,Njeri Wanjiku,,Kiambu,Trade,,5624,05/2019,0730580466,MALE,INACTIVE,
SACCO-0906,Halima Korir,65,Kirinyaga,Finance,,20891.0,2018-10,254718693532,m,Active,
SACCO-0907,Ruth Onyango,51yrs,Kilifi,Agriculture,,12777.0,Nov-2019,254780279816,f,Active,
SACCO-0908,Daniel Rotich,39,Kwale,Finance,Kenya Airways,11900,Feb-2024,254750541298,FEMALE,Active,
SACCO-0909,Owino Njoroge,59,Garissa,Finance,Absa Kenya,,07/2015,+254765707576,Male,Inactive,
SACCO-0910,Mutua Kimani,25,Kiambu,Trade,Safaricom PLC,,2019-03,+254799726875,M,inactive,
SACCO-0911,Wanjiku Kimani,39,Murang'a,Manufacturing,,14981.0,2024-05,254747452870,M,active,
SACCO-0912,Odhiambo Kipchoge,35yrs,Mombasa,Manufacturing,KCB Group,"KES 7,288",2024-05,0716718600,f,Active,VIP member
SACCO-0913,Kiptoo Bett,28,Makueni,Trade,Absa Kenya,,07/2024,0731162770,M,ACTIVE,
SACCO-0914,Samuel Bett,46,Nyandarua,Manufacturing,Kenya Ports Authority,1023.0,Sep-2021,+254702780428,Female,inactive,
